Adv2,INTERACTABLES,51,6,,,,,
35,4,0,21,IA027,0,-13,4,29
36,4,10,14,IA008,0,114,0,0
36,4,31,24,IA025,97,104,0,0
37,4,10,11,IA045,86,117,0,0
37,4,16,28,CHECKPOINT,4,100,0,0
39,4,12,22,IA003,20,106,0,0
40,4,28,11,IA011,1,117,0,0
47,4,19,1,STAGE_GOAL,1,1,2,49
31,5,14,3,IA008,0,93,0,0
32,5,20,3,IA011,1,93,0,0
