Adv2,INTERACTABLES,42,10,,,,,
38,1,28,11,IA106,-40,0,30,6
38,1,29,12,IA112,3,-44,0,0
38,1,18,15,IA112,1,-47,0,0
38,1,17,16,IA106,-30,0,20,3
38,1,0,22,IA106,40,0,30,8
38,1,28,22,IA106,0,20,15,9
38,1,29,22,IA112,1,-54,0,0
13,2,29,12,IA109,1,0,2,16
13,2,18,27,IA008,0,-91,0,0
14,2,7,5,IA069,0,0,13,5
14,2,19,5,IA069,0,0,13,5
14,2,8,9,IA069,1,0,13,5
14,2,20,9,IA069,1,0,13,5
14,2,2,12,IA109,2,0,2,17
14,2,6,26,IA001,58,-90,0,0
14,2,10,26,IA001,54,-90,0,0
14,2,14,26,IA001,50,-90,0,0
15,2,2,8,IA001,30,-72,0,0
15,2,29,12,IA109,2,0,2,17
15,2,2,14,IA002,30,-78,0,0
15,2,9,26,IA001,23,-90,0,0
15,2,13,26,IA001,19,-90,0,0
15,2,17,26,IA001,15,-90,0,0
16,2,8,3,IA008,1,-67,0,0
16,2,2,12,IA109,1,0,2,17
16,2,16,16,IA003,-16,-80,0,0
16,2,16,20,IA003,-16,-84,0,0
16,2,16,24,IA003,-16,-88,0,0
17,2,12,3,IA008,1,-67,0,0
18,2,16,3,IA008,1,-67,0,0
18,2,24,3,IA011,2,-67,0,0
19,2,25,14,IA031,-121,-78,0,0
19,2,30,31,IA009,1,-95,0,0
20,2,25,30,IA109,2,0,2,17
20,2,30,30,IA109,1,0,2,17
20,2,2,31,IA009,1,-95,0,0
22,2,24,7,IA110,0,40,0,0
23,2,28,12,IA025,4,-76,0,0
24,2,27,2,IA021,0,0,2,6
24,2,15,8,IA025,-15,-72,0,0
24,2,5,11,IA025,-5,-75,0,0
25,2,7,8,IA005,-39,-72,0,0
25,2,25,9,IA008,2,-73,0,0
26,2,19,17,IA069,0,0,13,5
26,2,31,17,IA069,0,0,13,5
26,2,10,20,IA001,-74,-84,0,0
26,2,14,20,IA001,-78,-84,0,0
26,2,18,20,IA001,-82,-84,0,0
26,2,20,21,IA069,1,0,13,5
26,2,10,26,IA002,-74,-90,0,0
26,2,14,26,IA006,-78,-90,0,0
27,2,15,20,IA031,-111,0,0,0
27,2,0,21,IA069,1,0,13,5
28,2,16,9,IA011,1,-73,0,0
28,2,1,11,IA047,0,0,1,1
29,2,20,3,IA004,76,-67,0,0
29,2,26,7,IA112,0,-71,0,0
29,2,27,8,IA106,15,0,15,2
30,2,3,7,IA112,1,-71,0,0
30,2,8,7,IA112,0,-71,0,0
30,2,17,7,IA112,1,-71,0,0
30,2,2,8,IA106,0,55,45,3
30,2,9,8,IA106,15,0,15,6
30,2,16,8,IA106,0,50,30,7
32,2,3,17,TOGGLE_PLAYER_LAYER__BACK,0,0,5,3
32,2,8,21,IA010,1,-85,0,0
37,2,31,1,IA112,0,-65,0,0
37,2,31,11,IA112,2,-75,0,0
37,2,25,17,IA106,30,0,20,5
37,2,24,18,IA112,2,-82,0,0
37,2,20,27,IA112,2,-91,0,0
37,2,21,27,IA106,0,-80,60,3
38,2,0,1,IA106,0,20,15,11
38,2,28,1,IA106,-40,0,30,10
38,2,29,2,IA112,3,-66,0,0
38,2,0,10,IA106,40,0,40,12
38,2,10,17,IA106,0,-100,80,6
38,2,11,18,IA112,3,-82,0,0
38,2,25,26,IA112,1,-90,0,0
38,2,24,27,IA106,-40,0,30,2
39,2,1,10,IA106,0,60,50,13
39,2,2,10,IA112,1,-74,0,0
40,2,0,10,IA106,-50,0,40,11
40,2,1,10,IA112,3,-74,0,0
10,3,19,22,IA106,0,-80,60,1
10,3,29,22,IA110,-15,0,2,0
10,3,19,23,IA112,2,-119,0,0
11,3,29,12,IA031,-125,0,0,0
13,3,28,4,IA111,68,30,3,1
13,3,22,18,IA004,74,-114,0,0
13,3,22,22,IA004,74,-118,0,0
13,3,12,29,IA019,0,0,6,2
15,3,25,4,IA110,-60,0,2,0
16,3,14,19,IA008,0,-115,0,0
19,3,16,31,IA012,0,-127,0,0
20,3,10,12,IA001,118,-108,0,0
20,3,14,12,IA001,114,-108,0,0
20,3,18,12,IA001,110,-108,0,0
20,3,22,12,IA001,106,-108,0,0
22,3,23,7,IA106,8,0,10,1
22,3,31,7,IA106,0,50,30,2
22,3,24,8,IA112,2,-104,0,0
23,3,0,7,IA112,1,-103,0,0
23,3,28,8,IA112,0,-104,0,0
23,3,29,9,IA106,40,0,25,7
24,3,12,12,IA024,1,-108,0,0
24,3,24,25,IA011,1,-121,0,0
24,3,1,28,IA055,0,-5,2,7
25,3,16,3,IA109,2,0,2,11
25,3,6,9,IA111,-38,30,2,8
27,3,17,9,IA021,0,0,2,6
27,3,26,12,IA002,-122,-108,0,0
27,3,4,18,IA002,-100,-114,0,0
27,3,14,24,IA001,-110,-120,0,0
27,3,18,24,IA001,-114,-120,0,0
27,3,9,30,IA006,-105,-126,0,0
28,3,3,10,IA109,2,0,2,16
28,3,8,10,IA109,1,0,2,17
28,3,14,12,IA002,114,-108,0,0
29,3,16,26,IA110,15,0,3,0
29,3,27,26,IA106,0,-55,45,1
29,3,28,27,IA112,3,-123,0,0
30,3,16,18,IA106,60,0,50,8
30,3,15,19,IA112,2,-115,0,0
30,3,2,26,IA106,15,0,15,4
30,3,9,26,IA106,0,-55,45,5
30,3,1,27,IA112,2,-123,0,0
30,3,10,27,IA112,3,-123,0,0
32,3,6,17,IA112,1,-113,0,0
32,3,5,18,IA106,0,35,20,9
37,3,14,24,IA001,82,-120,0,0
38,3,10,1,IA112,0,-97,0,0
38,3,10,2,IA106,10,0,10,1
38,3,17,2,IA106,0,-80,60,2
38,3,18,3,IA112,3,-99,0,0
38,3,24,13,IA106,0,-40,30,1
38,3,0,14,IA110,30,0,3,0
38,3,25,14,IA112,3,-110,0,0
38,3,8,18,IA109,0,4,7,2
38,3,11,29,IA110,0,-30,1,0
39,3,1,25,IA111,31,30,0,14
9,4,10,28,IA005,-42,100,0,0
10,4,2,25,IA025,-66,103,0,0
11,4,16,1,IA081,-4,1,5,2
11,4,27,17,IA008,0,111,0,0
12,4,12,1,IA055,0,1,7,2
13,4,3,29,IA055,0,1,6,2
14,4,0,1,IA022,64,127,0,0
14,4,19,8,IA055,0,1,5,2
15,4,16,4,IA031,16,0,0,0
15,4,1,5,IA022,31,123,0,0
15,4,9,14,IA022,23,114,0,0
15,4,30,20,IA003,2,108,0,0
15,4,29,25,IA055,-7,0,9,2
16,4,6,31,IA055,0,0,9,2
18,4,2,28,IA005,-66,0,0,0
18,4,6,28,IA001,-70,0,0,0
19,4,19,2,IA109,1,0,2,17
19,4,24,2,IA109,2,0,2,17
19,4,30,16,IA001,-126,112,0,0
19,4,4,19,IA091,5,5,8,2
19,4,4,19,IA091,11,5,8,2
19,4,4,19,IA091,0,5,8,2
19,4,26,31,IA055,-8,1,10,2
20,4,2,16,IA001,126,112,0,0
20,4,6,16,IA001,122,112,0,0
21,4,0,7,IA069,1,0,13,5
21,4,12,13,IA069,1,0,13,5
21,4,31,17,IA022,65,111,0,0
22,4,24,10,IA112,0,118,0,0
22,4,23,11,IA106,40,0,25,5
22,4,23,11,IA106,40,0,25,5
22,4,23,17,IA106,0,-8,10,4
22,4,31,17,IA106,-8,0,10,3
22,4,24,18,IA112,2,110,0,0
22,4,29,30,IA090,1,0,15,9
23,4,16,4,IA021,0,0,2,8
23,4,29,11,IA106,0,-40,25,6
23,4,30,12,IA112,3,116,0,0
23,4,0,18,IA112,3,110,0,0
23,4,29,30,IA090,1,0,11,9
24,4,12,1,IA003,-12,127,0,0
24,4,12,5,IA003,-12,123,0,0
24,4,12,9,IA003,-12,119,0,0
26,4,8,22,IA024,1,106,0,0
26,4,12,28,IA002,-76,100,0,0
26,4,20,29,IA011,1,99,0,0
27,4,12,13,IA011,1,115,0,0
27,4,1,20,IA055,0,0,6,2
27,4,31,30,IA022,-127,98,0,0
28,4,20,8,IA001,108,120,0,0
28,4,16,13,IA010,1,115,0,0
29,4,0,0,IA005,96,-128,0,0
29,4,22,11,IA112,0,117,0,0
29,4,22,12,IA106,0,20,15,11
29,4,22,25,IA111,74,20,0,12
29,4,5,29,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,20
29,4,8,29,TOGGLE_PLAYER_LAYER__BACK,0,0,3,4
32,4,5,12,IA106,-100,0,60,10
32,4,6,13,IA112,3,115,0,0
34,4,1,5,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,20
34,4,4,5,TOGGLE_PLAYER_LAYER__BACK,0,0,3,4
34,4,16,13,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
34,4,16,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,9
34,4,19,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
34,4,28,29,IA011,1,99,0,0
37,4,18,16,IA002,78,112,0,0
38,4,18,4,IA002,46,124,0,0
7,5,7,31,IA081,0,-2,2,4
8,5,6,15,IA008,1,-1,13,5
10,5,7,6,IA081,0,-3,2,5
10,5,1,27,IA081,0,0,2,6
10,5,19,28,IA055,0,0,7,2
11,5,2,8,IA002,-98,88,0,0
11,5,6,8,IA002,-102,88,0,0
12,5,21,11,IA110,30,0,3,0
13,5,0,12,IA106,60,0,45,1
13,5,3,14,IA069,0,0,13,5
13,5,15,14,IA069,0,0,13,5
13,5,28,26,IA069,1,0,13,5
13,5,7,30,IA021,0,0,8,2
14,5,22,2,IA020,0,0,8,2
14,5,18,11,IA112,1,85,0,0
14,5,17,12,IA106,0,35,20,2
14,5,5,15,IA008,0,81,0,0
15,5,14,2,IA001,18,94,0,0
19,5,29,2,IA090,1,0,11,8
19,5,30,7,IA087,-126,89,0,0
20,5,18,0,IA025,110,96,0,0
20,5,31,2,IA025,97,94,0,0
20,5,2,7,IA087,126,89,0,0
20,5,6,7,IA087,122,89,0,0
21,5,15,31,IA025,81,65,0,0
22,5,30,3,IA087,0,93,0,0
22,5,22,4,CHECKPOINT,2,92,0,0
22,5,14,8,IA005,50,88,0,0
22,5,2,16,IA001,62,80,0,0
22,5,17,30,IA109,2,0,2,12
23,5,2,3,IA087,0,93,0,0
23,5,6,3,IA087,0,93,0,0
23,5,10,3,IA087,0,93,0,0
23,5,30,3,IA087,0,93,0,0
23,5,20,17,IA047,0,79,0,0
24,5,2,3,IA087,0,93,0,0
24,5,6,3,IA087,0,93,0,0
24,5,12,8,IA013,1,88,0,0
24,5,11,29,IA069,0,0,13,5
24,5,31,30,IA022,-31,66,0,0
25,5,22,20,IA005,-54,76,0,0
25,5,26,20,IA001,-58,76,0,0
25,5,28,20,IA024,0,76,0,0
25,5,10,25,IA022,-42,71,0,0
26,5,11,19,IA055,0,0,2,9
27,5,14,8,IA001,-110,88,0,0
27,5,18,8,IA024,0,88,0,0
27,5,24,26,IA024,1,70,0,0
27,5,30,26,IA001,-126,70,0,0
28,5,2,26,IA001,126,70,0,0
29,5,20,6,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
29,5,20,9,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,8
29,5,23,9,TOGGLE_PLAYER_LAYER__BACK,0,0,3,8
29,5,17,24,IA047,79,0,0,0
31,5,18,24,TOGGLE_PLAYER_LAYER__BACK,0,0,2,5
31,5,20,24,TOGGLE_PLAYER_LAYER__BACK,0,0,9,3
31,5,29,24,TOGGLE_PLAYER_LAYER__BACK,0,0,2,4
31,5,12,31,TOGGLE_PLAYER_LAYER__BACK,0,0,3,14
31,5,15,31,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,14
32,5,30,24,IA001,-30,72,0,0
32,5,3,28,CHECKPOINT,4,68,0,0
33,5,14,26,IA005,-46,70,0,0
33,5,20,26,IA031,-52,0,0,0
33,5,17,30,IA109,1,0,2,17
33,5,22,30,IA109,2,0,2,17
34,5,13,5,IA047,-77,0,0,0
34,5,30,25,IA009,1,71,0,0
35,5,30,20,IA002,-126,76,0,0
36,5,0,11,IA011,1,85,0,0
36,5,26,31,IA009,2,65,0,0
36,5,30,31,IA009,2,65,0,0
37,5,30,8,IA002,66,88,0,0
37,5,2,31,IA009,2,65,0,0
37,5,6,31,IA009,2,65,0,0
37,5,10,31,IA009,2,65,0,0
37,5,14,31,IA009,2,65,0,0
38,5,2,8,IA002,62,88,0,0
38,5,6,8,IA002,58,88,0,0
5,6,20,21,IA091,5,5,2,10
5,6,20,21,IA091,11,5,2,10
5,6,20,21,IA091,0,5,2,10
7,6,31,0,IA002,1,64,0,0
7,6,1,10,IA055,0,0,2,7
8,6,3,0,IA002,-3,64,0,0
8,6,7,0,IA002,-7,64,0,0
8,6,11,0,IA002,-11,64,0,0
8,6,5,10,IA055,0,0,2,5
8,6,29,15,IA055,0,0,5,2
9,6,21,24,IA005,-53,40,0,0
9,6,24,31,IA011,2,33,0,0
11,6,6,13,IA008,0,51,0,0
12,6,26,8,IA112,0,56,0,0
12,6,27,8,IA106,0,8,10,4
12,6,27,15,IA106,66,0,45,5
12,6,26,16,IA112,2,48,0,0
13,6,4,28,IA021,0,0,5,2
14,6,17,8,IA106,-64,0,45,3
14,6,18,9,IA112,3,55,0,0
14,6,24,14,IA111,40,20,2,6
15,6,5,10,IA109,1,0,2,11
15,6,10,10,IA109,2,0,2,11
15,6,9,22,IA109,1,0,2,12
16,6,11,17,IA009,0,47,0,0
17,6,17,18,IA006,-49,46,0,0
18,6,31,28,IA109,0,0,2,17
20,6,6,24,IA002,122,40,0,0
21,6,6,3,IA069,1,0,13,5
21,6,18,3,IA069,1,0,12,5
21,6,30,3,IA011,0,61,0,0
21,6,5,7,IA069,0,0,13,5
21,6,17,7,IA069,0,0,13,5
21,6,2,12,IA002,94,52,0,0
22,6,16,12,IA003,48,52,0,0
22,6,30,20,IA001,34,44,0,0
23,6,13,22,IA109,2,0,2,12
23,6,18,22,IA109,1,0,2,13
24,6,5,0,IA031,0,64,0,0
24,6,12,17,IA004,-12,47,0,0
24,6,12,21,IA004,-12,43,0,0
24,6,0,24,IA002,0,40,0,0
25,6,13,18,IA055,-5,1,7,2
26,6,5,24,IA022,-69,40,0,0
26,6,12,30,IA002,-76,34,0,0
26,6,16,30,IA002,-80,34,0,0
27,6,12,7,IA011,1,57,0,0
27,6,28,11,TOGGLE_PLAYER_LAYER__BACK,0,0,3,8
27,6,31,11,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,8
28,6,12,6,IA031,116,0,0,0
29,6,19,11,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
29,6,19,20,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
29,6,19,29,TOGGLE_PLAYER_LAYER__BACK,0,0,3,8
33,6,12,12,IA024,1,52,0,0
33,6,12,16,IA109,1,1,2,12
33,6,17,16,IA109,2,0,2,13
33,6,12,29,IA109,1,0,2,12
33,6,17,29,IA109,2,0,2,12
34,6,25,0,IA006,-89,64,0,0
35,6,22,2,IA021,-4,0,6,2
35,6,2,14,IA021,0,0,9,2
36,6,11,4,IA021,0,0,5,2
5,7,8,10,IA004,88,22,0,0
5,7,8,14,IA004,88,18,0,0
5,7,16,27,IA081,-4,0,6,2
6,7,2,4,IA031,62,0,0,0
6,7,5,26,IA109,1,0,2,17
6,7,10,26,IA109,2,0,2,17
13,7,2,4,IA001,94,28,0,0
13,7,6,4,IA001,90,28,0,0
13,7,10,4,IA001,86,28,0,0
13,7,14,4,IA001,82,28,0,0
13,7,18,4,IA001,78,28,0,0
13,7,22,4,IA001,74,28,0,0
13,7,26,4,IA001,70,28,0,0
13,7,30,12,IA005,66,20,0,0
14,7,20,16,IA013,0,16,0,0
14,7,5,17,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,20
14,7,8,17,TOGGLE_PLAYER_LAYER__BACK,0,0,3,4
14,7,20,25,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
14,7,20,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,9
14,7,23,28,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
15,7,9,2,IA109,1,0,2,11
15,7,9,13,IA109,1,0,2,10
15,7,9,23,IA109,1,0,2,9
16,7,8,7,IA021,0,0,2,4
16,7,16,21,IA109,0,4,11,2
16,7,27,21,IA109,0,4,10,2
16,7,14,22,IA001,-14,10,0,0
16,7,22,25,IA025,-22,7,0,0
17,7,22,0,IA021,0,0,2,7
17,7,1,8,IA021,-5,0,6,2
17,7,5,21,IA109,0,4,15,2
17,7,22,22,IA031,-54,0,0,0
17,7,10,24,IA025,-42,8,0,0
17,7,1,28,IA025,-33,4,0,0
20,7,7,4,IA109,0,4,8,2
20,7,18,4,IA001,110,28,0,0
22,7,18,2,IA109,1,0,2,14
22,7,27,3,IA009,0,29,0,0
22,7,16,4,IA003,48,28,0,0
22,7,18,16,IA109,1,1,2,13
23,7,2,0,IA001,30,32,0,0
23,7,6,0,IA001,26,32,0,0
23,7,10,0,IA001,22,32,0,0
23,7,14,19,IA021,0,0,2,6
24,7,9,0,CHECKPOINT,3,32,0,0
24,7,4,13,IA008,0,19,0,0
25,7,10,4,IA090,1,0,12,9
25,7,13,9,IA087,0,23,0,0
25,7,17,9,IA087,0,23,0,0
25,7,28,23,IA010,1,9,0,0
26,7,31,7,IA069,1,0,13,5
26,7,25,10,IA001,-89,22,0,0
26,7,29,10,IA005,-93,22,0,0
27,7,20,4,IA022,-116,28,0,0
33,7,12,9,IA109,1,0,2,11
33,7,17,9,IA109,2,0,2,11
33,7,12,20,IA109,1,0,2,10
33,7,17,20,IA109,2,0,2,10
33,7,12,30,IA109,1,0,2,11
33,7,17,30,IA109,2,0,2,11
5,8,20,9,IA055,0,1,6,2
6,8,3,12,IA109,1,0,2,18
6,8,8,12,IA109,2,0,2,18
6,8,12,13,IA004,52,-13,0,0
6,8,3,30,IA109,1,0,2,13
6,8,8,30,IA109,2,0,2,13
9,8,29,1,IA009,1,-1,0,0
12,8,17,7,IA009,1,-7,0,0
12,8,26,20,IA001,102,-20,0,0
12,8,30,20,IA001,98,-20,0,0
13,8,3,6,IA109,1,0,2,16
13,8,2,20,IA001,94,-20,0,0
13,8,3,24,IA109,1,0,2,17
14,8,17,18,IA047,47,0,0,0
15,8,9,0,IA109,1,0,2,11
15,8,0,9,IA011,1,-9,0,0
16,8,27,11,IA081,0,0,5,2
17,8,14,1,IA025,-46,-1,0,0
17,8,8,14,IA081,-3,0,5,2
20,8,11,9,IA110,0,15,0,0
20,8,11,21,IA112,2,-21,0,0
20,8,11,21,IA106,30,0,20,1
21,8,6,20,IA106,0,30,20,2
21,8,7,20,IA112,1,-20,0,0
22,8,24,15,IA112,0,-15,0,0
22,8,25,16,IA106,60,0,45,5
23,8,28,2,IA111,4,30,3,8
24,8,9,1,IA112,1,-1,0,0
24,8,8,2,IA106,-15,0,15,7
24,8,8,16,IA106,0,-20,15,6
24,8,9,17,IA112,3,-17,0,0
33,8,12,9,IA109,1,0,2,10
33,8,17,9,IA109,2,0,2,10
33,8,12,19,IA109,1,0,2,10
33,8,17,19,IA109,2,0,2,10
33,8,12,29,IA109,1,0,2,12
33,8,17,29,IA109,2,0,2,12
40,8,5,20,STAGE_GOAL,0,0,0,0
40,8,5,27,STAGE_GOAL,0,0,0,0
6,9,3,11,IA109,1,0,2,13
6,9,8,11,IA109,2,0,2,13
13,9,7,6,IA031,89,0,0,0
13,9,3,9,IA109,1,0,2,15
21,9,6,4,IA106,60,0,45,3
21,9,6,5,IA112,2,-37,0,0
22,9,25,4,IA106,0,-30,20,4
22,9,26,5,IA112,3,-37,0,0
33,9,12,9,IA109,1,0,2,15
33,9,17,9,IA109,2,0,2,15
40,9,5,6,STAGE_GOAL,1,0,0,0
